id,raw_snap_id,name,year,category,institution
126,1276,Paper_1276,1993,Quantum Gravity,Princeton
127,1284,Paper_1284,1996,Quantum Gravity,ETH Zurich
128,1285,Paper_1285,2000,Particle Physics,Cambridge
129,1286,Paper_1286,2001,Particle Physics,Max Planck
130,1287,Paper_1287,1992,Particle Physics,Max Planck
131,1288,Paper_1288,1996,Particle Physics,MIT
132,1290,Paper_1290,1994,String Theory,MIT
133,1293,Paper_1293,1993,Particle Physics,Max Planck
134,1295,Paper_1295,1994,String Theory,Cambridge
135,1296,Paper_1296,2001,Quantum Gravity,Princeton
136,1297,Paper_1297,1995,Particle Physics,Cambridge
137,1298,Paper_1298,2000,High Energy Physics,Cambridge
138,1299,Paper_1299,1992,Astrophysics,Oxford
139,1301,Paper_1301,1996,Astrophysics,CERN
140,1302,Paper_1302,1997,Quantum Gravity,Cambridge
141,1303,Paper_1303,1994,Particle Physics,ETH Zurich
142,1304,Paper_1304,2000,Particle Physics,Oxford
143,1306,Paper_1306,2000,Astrophysics,MIT
144,1309,Paper_1309,1993,Particle Physics,Stanford
145,1310,Paper_1310,2000,Astrophysics,Princeton
146,1311,Paper_1311,2001,Cosmology,Stanford
147,1312,Paper_1312,1998,Quantum Gravity,CERN
148,1318,Paper_1318,1996,String Theory,CERN
149,1320,Paper_1320,1997,Quantum Gravity,Caltech
150,1321,Paper_1321,2002,Astrophysics,Princeton
151,1322,Paper_1322,2000,High Energy Physics,Harvard
152,1327,Paper_1327,2003,Quantum Gravity,Caltech
153,1329,Paper_1329,1994,Quantum Gravity,Oxford
154,1330,Paper_1330,1992,Quantum Gravity,Princeton
155,1332,Paper_1332,1998,Particle Physics,Caltech
156,1333,Paper_1333,1996,Quantum Gravity,MIT
157,1334,Paper_1334,1998,Astrophysics,ETH Zurich
158,1335,Paper_1335,1995,Quantum Gravity,ETH Zurich
159,2001,Paper_2001,1997,String Theory,Caltech
160,2002,Paper_2002,1995,Astrophysics,Caltech
161,2003,Paper_2003,1998,String Theory,Cambridge
162,2004,Paper_2004,1993,String Theory,Princeton
163,2006,Paper_2006,2002,Cosmology,Oxford
164,2007,Paper_2007,2002,Cosmology,Princeton
165,2008,Paper_2008,1992,Astrophysics,Cambridge
166,2009,Paper_2009,1994,Cosmology,Cambridge
167,2011,Paper_2011,1992,Astrophysics,Harvard
168,2012,Paper_2012,1998,String Theory,Princeton
169,2021,Paper_2021,1998,Cosmology,Max Planck
170,2022,Paper_2022,1993,High Energy Physics,Harvard
171,2032,Paper_2032,1995,String Theory,CERN
172,2033,Paper_2033,2003,High Energy Physics,CERN
173,2035,Paper_2035,2000,Cosmology,Caltech
174,2036,Paper_2036,1997,High Energy Physics,MIT
175,2038,Paper_2038,2002,String Theory,Harvard
176,2039,Paper_2039,1997,Particle Physics,MIT
177,2041,Paper_2041,2003,String Theory,Max Planck
178,2042,Paper_2042,1996,Particle Physics,Oxford
179,2043,Paper_2043,1997,High Energy Physics,Cambridge
180,2044,Paper_2044,2000,Quantum Gravity,Caltech
181,2046,Paper_2046,1998,Particle Physics,Oxford
182,2047,Paper_2047,2002,Particle Physics,Stanford
183,2048,Paper_2048,2001,Cosmology,Cambridge
184,2049,Paper_2049,1998,Cosmology,CERN
185,2050,Paper_2050,1996,String Theory,Caltech
186,2053,Paper_2053,1998,Cosmology,Harvard
187,2054,Paper_2054,2002,String Theory,ETH Zurich
188,2055,Paper_2055,1999,High Energy Physics,Caltech
189,2058,Paper_2058,2000,High Energy Physics,Stanford
190,2060,Paper_2060,2002,Astrophysics,Cambridge
191,2063,Paper_2063,2000,Particle Physics,Harvard
192,2064,Paper_2064,1997,Astrophysics,Caltech
193,2065,Paper_2065,2002,String Theory,Caltech
194,2066,Paper_2066,1995,Quantum Gravity,CERN
195,2070,Paper_2070,1992,Quantum Gravity,ETH Zurich
196,2071,Paper_2071,2001,Astrophysics,ETH Zurich
197,2072,Paper_2072,1998,Particle Physics,Harvard
198,2075,Paper_2075,1995,Particle Physics,Oxford
199,2076,Paper_2076,1999,High Energy Physics,Caltech
200,2077,Paper_2077,1994,Particle Physics,CERN
201,2078,Paper_2078,1993,High Energy Physics,Caltech
202,2079,Paper_2079,1994,Particle Physics,Max Planck
203,2081,Paper_2081,1999,Astrophysics,Max Planck
204,2082,Paper_2082,1995,Astrophysics,ETH Zurich
205,2086,Paper_2086,1994,High Energy Physics,Max Planck
206,2089,Paper_2089,2000,Cosmology,Princeton
207,2091,Paper_2091,1999,Cosmology,Max Planck
208,2096,Paper_2096,1998,Cosmology,ETH Zurich
209,2097,Paper_2097,1994,Particle Physics,ETH Zurich
210,2101,Paper_2101,1999,String Theory,Caltech
211,2102,Paper_2102,2002,String Theory,Max Planck
212,2103,Paper_2103,1999,Particle Physics,Caltech
213,2104,Paper_2104,1996,High Energy Physics,MIT
214,2106,Paper_2106,2003,String Theory,Caltech
215,2108,Paper_2108,1996,String Theory,Princeton
216,2109,Paper_2109,2000,Astrophysics,Stanford
217,2114,Paper_2114,1994,Quantum Gravity,Oxford
218,2115,Paper_2115,2003,Quantum Gravity,Caltech
219,2116,Paper_2116,1993,High Energy Physics,Oxford
220,2117,Paper_2117,1997,Cosmology,ETH Zurich
221,2118,Paper_2118,1998,Astrophysics,Caltech
222,2120,Paper_2120,1998,High Energy Physics,Harvard
223,2123,Paper_2123,2003,Astrophysics,Harvard
224,2126,Paper_2126,1998,High Energy Physics,CERN
225,2127,Paper_2127,1997,String Theory,Oxford
226,2128,Paper_2128,1998,Cosmology,Max Planck
227,2130,Paper_2130,2001,Quantum Gravity,ETH Zurich
228,2132,Paper_2132,1995,String Theory,Oxford
229,2133,Paper_2133,1999,Astrophysics,Oxford
230,2134,Paper_2134,1997,Particle Physics,Oxford
231,2135,Paper_2135,2003,Quantum Gravity,ETH Zurich
232,2138,Paper_2138,1994,Cosmology,Max Planck
233,2141,Paper_2141,1992,High Energy Physics,Harvard
234,2142,Paper_2142,2001,Particle Physics,CERN
235,2147,Paper_2147,1993,Particle Physics,Oxford
236,2148,Paper_2148,1994,High Energy Physics,Stanford
237,2149,Paper_2149,1992,String Theory,Oxford
238,2150,Paper_2150,1997,Quantum Gravity,ETH Zurich
239,2151,Paper_2151,1997,String Theory,Oxford
240,2152,Paper_2152,1996,High Energy Physics,Cambridge
241,2154,Paper_2154,1993,High Energy Physics,CERN
242,2155,Paper_2155,2003,Cosmology,CERN
243,2156,Paper_2156,1997,Quantum Gravity,MIT
244,2157,Paper_2157,2002,Astrophysics,CERN
245,2158,Paper_2158,1995,Quantum Gravity,CERN
246,2160,Paper_2160,2001,Quantum Gravity,Caltech
247,2161,Paper_2161,1994,High Energy Physics,MIT
248,2162,Paper_2162,2001,Quantum Gravity,ETH Zurich
249,2163,Paper_2163,2003,String Theory,Princeton
250,2166,Paper_2166,1994,Cosmology,Harvard
251,2167,Paper_2167,2003,Particle Physics,MIT
252,2168,Paper_2168,1994,String Theory,MIT
253,2169,Paper_2169,2001,Astrophysics,Cambridge
254,2171,Paper_2171,2001,Particle Physics,Oxford
255,2172,Paper_2172,1998,Particle Physics,Caltech
256,2177,Paper_2177,1993,Cosmology,Caltech
257,2178,Paper_2178,1993,Particle Physics,Cambridge
258,2182,Paper_2182,2002,Cosmology,MIT
259,2183,Paper_2183,2001,Astrophysics,Princeton
260,2186,Paper_2186,2000,High Energy Physics,Princeton
261,2190,Paper_2190,1993,Cosmology,Princeton
262,2192,Paper_2192,1992,High Energy Physics,ETH Zurich
263,2193,Paper_2193,1993,High Energy Physics,Princeton
264,2198,Paper_2198,2002,High Energy Physics,Stanford
265,2199,Paper_2199,1998,Quantum Gravity,Max Planck
266,2204,Paper_2204,2002,String Theory,Harvard
267,2205,Paper_2205,2000,High Energy Physics,ETH Zurich
268,2208,Paper_2208,1998,Particle Physics,Harvard
269,2209,Paper_2209,1996,String Theory,Caltech
270,2210,Paper_2210,1993,String Theory,ETH Zurich
271,2211,Paper_2211,1995,High Energy Physics,Harvard
272,2213,Paper_2213,2001,Particle Physics,Oxford
273,2214,Paper_2214,1997,Astrophysics,ETH Zurich
274,2216,Paper_2216,1997,Quantum Gravity,ETH Zurich
275,2218,Paper_2218,1995,String Theory,Cambridge
276,2221,Paper_2221,1997,String Theory,Harvard
277,2223,Paper_2223,2003,String Theory,Max Planck
278,2224,Paper_2224,1992,Cosmology,Caltech
279,2227,Paper_2227,1993,Quantum Gravity,Oxford
280,2229,Paper_2229,1999,Cosmology,Caltech
281,2231,Paper_2231,2003,High Energy Physics,ETH Zurich
282,2232,Paper_2232,1999,Astrophysics,MIT
283,2234,Paper_2234,1996,Quantum Gravity,Oxford
284,2235,Paper_2235,2003,Quantum Gravity,Cambridge
285,2237,Paper_2237,2002,Cosmology,Princeton
286,2238,Paper_2238,1999,Cosmology,Max Planck
287,2239,Paper_2239,1997,High Energy Physics,Max Planck
288,2240,Paper_2240,1997,String Theory,ETH Zurich
289,2241,Paper_2241,1996,String Theory,Cambridge
290,2242,Paper_2242,1995,Astrophysics,Caltech
291,2243,Paper_2243,1997,Astrophysics,Max Planck
292,2245,Paper_2245,2003,Quantum Gravity,Caltech
293,2246,Paper_2246,1995,Particle Physics,ETH Zurich
294,2249,Paper_2249,1996,Particle Physics,Harvard
295,2250,Paper_2250,2000,Cosmology,Cambridge
296,2253,Paper_2253,1993,Quantum Gravity,Cambridge
297,2254,Paper_2254,1995,String Theory,Stanford
298,2255,Paper_2255,1996,Astrophysics,Max Planck
299,2257,Paper_2257,1994,String Theory,CERN
300,2258,Paper_2258,1992,Cosmology,Cambridge
301,2259,Paper_2259,2003,Quantum Gravity,ETH Zurich
302,2260,Paper_2260,1993,Astrophysics,Harvard
303,2261,Paper_2261,1996,High Energy Physics,ETH Zurich
304,2262,Paper_2262,1999,String Theory,Stanford
305,2263,Paper_2263,1992,String Theory,ETH Zurich
306,2264,Paper_2264,1993,Astrophysics,Oxford
307,2266,Paper_2266,1999,Astrophysics,Harvard
308,2267,Paper_2267,2002,Particle Physics,CERN
309,2268,Paper_2268,1994,Quantum Gravity,Harvard
310,2271,Paper_2271,1996,Astrophysics,Caltech
311,2272,Paper_2272,1993,Cosmology,Oxford
312,2273,Paper_2273,2001,Cosmology,Harvard
313,2276,Paper_2276,1995,Cosmology,Oxford
314,2277,Paper_2277,1999,High Energy Physics,Cambridge
315,2278,Paper_2278,2001,High Energy Physics,Cambridge
316,2279,Paper_2279,2001,Cosmology,CERN
317,2282,Paper_2282,2001,Particle Physics,MIT
318,2283,Paper_2283,1995,Particle Physics,Caltech
319,2285,Paper_2285,1996,Particle Physics,MIT
320,2286,Paper_2286,1994,Quantum Gravity,Stanford
321,2287,Paper_2287,2000,Astrophysics,Stanford
322,2292,Paper_2292,1992,High Energy Physics,ETH Zurich
323,2293,Paper_2293,2003,Cosmology,ETH Zurich
324,2297,Paper_2297,1996,Astrophysics,Caltech
325,2300,Paper_2300,1996,Particle Physics,Cambridge
326,2302,Paper_2302,2003,High Energy Physics,MIT
327,2305,Paper_2305,2002,Quantum Gravity,Cambridge
328,3006,Paper_3006,2002,Cosmology,Caltech
329,3007,Paper_3007,1998,Astrophysics,Max Planck
330,3010,Paper_3010,1995,Particle Physics,Stanford
331,3011,Paper_3011,1996,Quantum Gravity,MIT
332,3012,Paper_3012,1992,Quantum Gravity,Cambridge
333,3013,Paper_3013,2001,Particle Physics,Harvard
334,3017,Paper_3017,1996,High Energy Physics,MIT
335,3018,Paper_3018,1999,Particle Physics,Cambridge
336,3020,Paper_3020,2003,High Energy Physics,Cambridge
337,3022,Paper_3022,2000,Cosmology,ETH Zurich
338,3023,Paper_3023,1999,Astrophysics,Harvard
339,3025,Paper_3025,1992,High Energy Physics,Princeton
340,3028,Paper_3028,2001,String Theory,CERN
341,3030,Paper_3030,1993,Quantum Gravity,Harvard
342,3031,Paper_3031,2001,Astrophysics,Cambridge
343,3032,Paper_3032,2001,Astrophysics,Stanford
344,3033,Paper_3033,1999,Cosmology,ETH Zurich
345,3035,Paper_3035,1996,Quantum Gravity,Harvard
346,3038,Paper_3038,1998,Particle Physics,ETH Zurich
347,3045,Paper_3045,1993,High Energy Physics,Princeton
348,3051,Paper_3051,1998,String Theory,Princeton
349,3055,Paper_3055,2002,Astrophysics,Stanford
350,3058,Paper_3058,1997,High Energy Physics,ETH Zurich
351,3059,Paper_3059,1996,Particle Physics,Oxford
352,3063,Paper_3063,2000,Astrophysics,ETH Zurich
353,3064,Paper_3064,1993,String Theory,Cambridge
354,3066,Paper_3066,1997,Astrophysics,Oxford
355,3068,Paper_3068,2000,Astrophysics,Max Planck
356,3072,Paper_3072,1999,High Energy Physics,CERN
357,3075,Paper_3075,1995,Cosmology,Princeton
358,3081,Paper_3081,2001,High Energy Physics,ETH Zurich
359,3084,Paper_3084,1992,Quantum Gravity,Cambridge
360,3086,Paper_3086,2000,Quantum Gravity,Cambridge
361,3089,Paper_3089,1999,Particle Physics,ETH Zurich
362,3090,Paper_3090,1993,Astrophysics,Harvard
363,3091,Paper_3091,1995,Particle Physics,Stanford
364,3097,Paper_3097,1996,Cosmology,CERN
365,3100,Paper_3100,2000,High Energy Physics,MIT
366,3102,Paper_3102,1995,Astrophysics,ETH Zurich
367,3105,Paper_3105,1993,Particle Physics,Stanford
368,3107,Paper_3107,1999,Particle Physics,Cambridge
369,3111,Paper_3111,2000,Particle Physics,Cambridge
370,3113,Paper_3113,1998,High Energy Physics,ETH Zurich
371,3114,Paper_3114,1995,High Energy Physics,Max Planck
372,3115,Paper_3115,1994,High Energy Physics,Caltech
373,3118,Paper_3118,2001,Cosmology,Stanford
374,3119,Paper_3119,1993,String Theory,Oxford
375,3120,Paper_3120,1997,Cosmology,Cambridge
376,3121,Paper_3121,1992,String Theory,Cambridge
377,3122,Paper_3122,2001,Cosmology,ETH Zurich
378,3125,Paper_3125,1994,High Energy Physics,Max Planck
379,3129,Paper_3129,1999,String Theory,Princeton
380,3133,Paper_3133,2000,Cosmology,Oxford
381,3134,Paper_3134,1999,String Theory,Caltech
382,3136,Paper_3136,2003,Quantum Gravity,Harvard
383,3138,Paper_3138,1998,Quantum Gravity,Oxford
384,3139,Paper_3139,1992,String Theory,ETH Zurich
385,3140,Paper_3140,2003,High Energy Physics,Oxford
386,3141,Paper_3141,2002,Particle Physics,Stanford
387,3142,Paper_3142,1999,Astrophysics,Stanford
388,3143,Paper_3143,2000,Cosmology,Princeton
389,3144,Paper_3144,1993,High Energy Physics,MIT
390,3146,Paper_3146,2000,High Energy Physics,CERN
391,3149,Paper_3149,2003,Quantum Gravity,Oxford
392,3150,Paper_3150,2002,Quantum Gravity,MIT
393,3151,Paper_3151,1999,String Theory,Princeton
394,3154,Paper_3154,2001,Particle Physics,Oxford
395,3155,Paper_3155,2002,Astrophysics,Princeton
396,3159,Paper_3159,2002,Cosmology,Oxford
397,3160,Paper_3160,1997,Particle Physics,ETH Zurich
398,3163,Paper_3163,2000,Astrophysics,Harvard
399,3165,Paper_3165,1993,Quantum Gravity,Cambridge
400,3168,Paper_3168,1995,Particle Physics,MIT
401,3169,Paper_3169,1998,Astrophysics,MIT
402,3170,Paper_3170,1999,Quantum Gravity,Cambridge
403,3172,Paper_3172,1992,Astrophysics,Princeton
404,3174,Paper_3174,1992,String Theory,Princeton
405,3176,Paper_3176,1997,High Energy Physics,Stanford
406,3177,Paper_3177,1995,Cosmology,Oxford
407,3178,Paper_3178,2001,Particle Physics,Stanford
408,3180,Paper_3180,1994,Quantum Gravity,MIT
409,3181,Paper_3181,2001,High Energy Physics,Harvard
410,3183,Paper_3183,2002,Quantum Gravity,ETH Zurich
411,3184,Paper_3184,2001,Quantum Gravity,Caltech
412,3185,Paper_3185,1999,Particle Physics,Cambridge
413,3186,Paper_3186,1999,String Theory,CERN
414,3187,Paper_3187,1999,String Theory,Max Planck
415,3189,Paper_3189,1994,Astrophysics,ETH Zurich
416,3190,Paper_3190,1997,Cosmology,Cambridge
417,3195,Paper_3195,2002,High Energy Physics,Cambridge
418,3196,Paper_3196,1999,String Theory,Caltech
419,3198,Paper_3198,1998,High Energy Physics,MIT
420,3199,Paper_3199,1995,High Energy Physics,Harvard
421,3203,Paper_3203,1997,Cosmology,Cambridge
422,3204,Paper_3204,2003,String Theory,CERN
423,3207,Paper_3207,2002,High Energy Physics,Cambridge
424,3208,Paper_3208,1992,Cosmology,CERN
425,3209,Paper_3209,2001,Particle Physics,ETH Zurich
426,3212,Paper_3212,1996,Quantum Gravity,Harvard
427,3213,Paper_3213,1997,Quantum Gravity,Caltech
428,3215,Paper_3215,2001,String Theory,Stanford
429,3218,Paper_3218,2002,Astrophysics,CERN
430,3219,Paper_3219,1996,High Energy Physics,CERN
431,3220,Paper_3220,2001,String Theory,Stanford
432,3221,Paper_3221,1993,String Theory,Princeton
433,3222,Paper_3222,2003,High Energy Physics,Stanford
434,3224,Paper_3224,1995,Quantum Gravity,Max Planck
435,3225,Paper_3225,1997,Cosmology,Max Planck
436,3228,Paper_3228,1996,Quantum Gravity,Cambridge
437,3231,Paper_3231,1999,String Theory,Princeton
438,3233,Paper_3233,1993,High Energy Physics,MIT
439,3234,Paper_3234,1994,Quantum Gravity,Oxford
440,3238,Paper_3238,2000,String Theory,MIT
441,3242,Paper_3242,1998,Astrophysics,Cambridge
442,3246,Paper_3246,2000,Astrophysics,ETH Zurich
443,3249,Paper_3249,1997,Particle Physics,Cambridge
444,3251,Paper_3251,2001,High Energy Physics,Princeton
445,3256,Paper_3256,1993,Particle Physics,Caltech
446,3258,Paper_3258,1999,Astrophysics,Harvard
447,3259,Paper_3259,2000,String Theory,Harvard
448,3261,Paper_3261,1995,Particle Physics,MIT
449,3262,Paper_3262,2002,High Energy Physics,Cambridge
450,3268,Paper_3268,2002,High Energy Physics,MIT
451,3270,Paper_3270,1994,Astrophysics,CERN
452,3271,Paper_3271,1996,High Energy Physics,MIT
453,3272,Paper_3272,1993,Quantum Gravity,Max Planck
454,3275,Paper_3275,1994,High Energy Physics,ETH Zurich
455,3276,Paper_3276,1997,Particle Physics,Max Planck
456,3277,Paper_3277,1998,Cosmology,Stanford
457,3281,Paper_3281,1998,Particle Physics,MIT
458,3284,Paper_3284,1999,Cosmology,Oxford
459,3287,Paper_3287,1996,Astrophysics,Princeton
460,3289,Paper_3289,1995,High Energy Physics,ETH Zurich
461,3291,Paper_3291,1995,String Theory,MIT
462,3292,Paper_3292,2002,String Theory,Max Planck
463,3294,Paper_3294,2002,String Theory,CERN
464,3297,Paper_3297,1998,String Theory,Caltech
465,3299,Paper_3299,1993,High Energy Physics,MIT
466,3301,Paper_3301,2002,Quantum Gravity,Harvard
467,3303,Paper_3303,1992,Astrophysics,Princeton
468,3305,Paper_3305,1995,Quantum Gravity,Harvard
469,3306,Paper_3306,1995,Astrophysics,Max Planck
470,3309,Paper_3309,1995,Cosmology,Caltech
471,3312,Paper_3312,1995,String Theory,Stanford
472,3315,Paper_3315,2001,Astrophysics,Cambridge
473,3317,Paper_3317,1994,Quantum Gravity,Max Planck
474,3318,Paper_3318,1996,Quantum Gravity,MIT
475,3320,Paper_3320,2002,Astrophysics,Stanford
476,3321,Paper_3321,1992,String Theory,Caltech
477,3323,Paper_3323,2001,String Theory,CERN
478,3324,Paper_3324,1994,String Theory,CERN
479,3326,Paper_3326,1994,Particle Physics,Oxford
480,3327,Paper_3327,2000,Astrophysics,MIT
481,3328,Paper_3328,1999,High Energy Physics,Princeton
482,4001,Paper_4001,2000,Cosmology,MIT
483,4004,Paper_4004,1999,Cosmology,Caltech
484,4005,Paper_4005,2001,Astrophysics,Max Planck
485,4010,Paper_4010,1996,High Energy Physics,CERN
486,4012,Paper_4012,1992,High Energy Physics,Oxford
487,4013,Paper_4013,1998,Particle Physics,MIT
488,4014,Paper_4014,1999,Particle Physics,ETH Zurich
489,4015,Paper_4015,1993,Astrophysics,Princeton
490,4016,Paper_4016,2001,Quantum Gravity,MIT
491,4018,Paper_4018,1994,String Theory,Harvard
492,4019,Paper_4019,2002,Cosmology,Max Planck
493,4021,Paper_4021,2003,String Theory,Oxford
494,4024,Paper_4024,2001,Cosmology,Cambridge
495,4027,Paper_4027,1999,Cosmology,Harvard
496,4028,Paper_4028,1998,Astrophysics,MIT
497,4029,Paper_4029,2002,Particle Physics,Max Planck
498,4030,Paper_4030,2003,Quantum Gravity,Oxford
499,4031,Paper_4031,1999,Quantum Gravity,Oxford
500,4032,Paper_4032,1997,High Energy Physics,Oxford
501,4034,Paper_4034,1998,Particle Physics,MIT
502,4035,Paper_4035,1997,High Energy Physics,Princeton
503,4038,Paper_4038,2002,String Theory,Princeton
504,4039,Paper_4039,1994,Particle Physics,ETH Zurich
505,4040,Paper_4040,1993,Astrophysics,MIT
506,4043,Paper_4043,1993,High Energy Physics,MIT
507,4044,Paper_4044,2003,Particle Physics,Princeton
508,4046,Paper_4046,1994,Cosmology,CERN
