src_id,dst_id,type,weight
2453,13604,CITES,6
2453,13661,CITES,2
2453,13957,CITES,5
2453,14083,CITES,2
2453,14109,CITES,3
2453,14414,CITES,1
2453,14600,CITES,1
2453,14835,CITES,8
2453,15279,CITES,5
2453,15337,CITES,1
2453,15369,CITES,5
2453,15523,CITES,6
2453,15611,CITES,2
2453,15977,CITES,6
2453,16517,CITES,7
2453,16573,CITES,10
2453,16812,CITES,10
2453,17744,CITES,4
2453,17798,CITES,4
2453,17949,CITES,3
2453,17965,CITES,8
2453,18052,CITES,7
2453,18107,CITES,10
13623,6332,CITES,3
13623,9373,CITES,7
13623,11756,CITES,9
13623,12189,CITES,10
13623,12645,CITES,10
13623,13094,CITES,5
13623,13436,CITES,8
9368,4575,CITES,4
9368,4581,CITES,9
9368,4668,CITES,8
9368,4792,CITES,10
9368,4795,CITES,4
9368,4823,CITES,1
9368,4829,CITES,10
9368,4830,CITES,3
9368,4997,CITES,6
9368,5062,CITES,3
9368,5090,CITES,4
9368,5102,CITES,10
9368,5144,CITES,1
9368,5167,CITES,7
9368,5378,CITES,1
9368,5418,CITES,6
9368,5457,CITES,7
9368,5479,CITES,4
9368,5515,CITES,7
9368,5523,CITES,1
9368,5542,CITES,8
9368,5543,CITES,2
9368,5581,CITES,3
9368,5598,CITES,5
9368,5618,CITES,2
9368,5683,CITES,4
9368,5736,CITES,8
9368,5750,CITES,4
9368,5801,CITES,10
9368,5860,CITES,5
9368,5865,CITES,10
9368,5873,CITES,2
9368,5952,CITES,3
9368,5979,CITES,6
9368,5985,CITES,9
9368,6015,CITES,2
9368,6190,CITES,10
9368,6199,CITES,4
9368,6241,CITES,7
9368,6332,CITES,7
9368,6352,CITES,10
9368,6467,CITES,5
9368,6504,CITES,4
9368,6559,CITES,7
9368,6572,CITES,5
9368,6614,CITES,4
9368,6638,CITES,7
9368,6656,CITES,6
9368,6843,CITES,4
9368,6887,CITES,2
9368,6939,CITES,5
9368,6948,CITES,6
9368,6993,CITES,10
9368,6998,CITES,5
9368,7006,CITES,6
9368,7047,CITES,7
9368,7061,CITES,9
9368,7076,CITES,2
9368,7095,CITES,6
9368,7108,CITES,1
9368,7135,CITES,9
9368,7137,CITES,10
9368,7146,CITES,6
9368,7266,CITES,2
9368,7297,CITES,5
9368,7370,CITES,7
9368,7515,CITES,4
9368,7549,CITES,2
9368,7601,CITES,9
9368,7615,CITES,8
9368,7684,CITES,10
9368,7764,CITES,9
9368,7788,CITES,10
9368,7800,CITES,8
9368,7971,CITES,7
9368,8018,CITES,4
9368,8302,CITES,4
9368,8334,CITES,1
9368,8432,CITES,3
9368,8530,CITES,4
9368,8539,CITES,1
9368,8712,CITES,5
9368,9014,CITES,3
9368,9047,CITES,4
9368,17453,CITES,4
6332,4972,CITES,4
6332,5062,CITES,9
6332,5457,CITES,9
6332,5532,CITES,4
6332,5736,CITES,2
2427,254,CITES,10
2427,477,CITES,7
2427,483,CITES,1
2427,572,CITES,3
2427,823,CITES,6
2427,851,CITES,1
2427,924,CITES,10
2427,1010,CITES,3
2427,1082,CITES,8
2427,1093,CITES,1
2427,1137,CITES,5
2427,1265,CITES,1
2427,1278,CITES,1
2427,1668,CITES,5
2427,1702,CITES,4
2427,1748,CITES,9
2427,1824,CITES,7
2427,1887,CITES,7
2427,2026,CITES,7
2427,2185,CITES,9
2427,2220,CITES,5
2427,2322,CITES,8
2427,5532,CITES,1
2427,6332,CITES,8
2427,6966,CITES,3
2427,7112,CITES,7
2427,7391,CITES,1
2427,7601,CITES,3
2427,8539,CITES,8
2427,8712,CITES,6
2427,8806,CITES,8
2427,9368,CITES,9
2427,9757,CITES,10
2427,10576,CITES,7
2427,11132,CITES,7
2427,11381,CITES,4
2427,11414,CITES,7
2427,11916,CITES,9
2427,12171,CITES,1
2427,12204,CITES,6
2427,13071,CITES,4
2427,13412,CITES,8
2427,14012,CITES,4
2427,14231,CITES,9
2427,14539,CITES,1
2427,14683,CITES,9
2427,14735,CITES,9
2427,14858,CITES,3
2427,14912,CITES,4
2427,15561,CITES,4
2427,16103,CITES,1
2427,16573,CITES,10
2427,16683,CITES,8
2427,16739,CITES,1
2427,16812,CITES,2
2427,17181,CITES,10
2427,17193,CITES,10
2427,17207,CITES,9
2427,17769,CITES,3
2427,17860,CITES,5
2427,17965,CITES,8
1887,254,CITES,8
1887,897,CITES,1
1887,1474,CITES,8
1887,1544,CITES,6
1887,1632,CITES,2
1887,1846,CITES,9
1887,5736,CITES,7
1887,6518,CITES,3
1887,6966,CITES,2
1887,7112,CITES,1
1887,7601,CITES,10
1887,8539,CITES,9
1887,8712,CITES,7
1887,9368,CITES,4
1887,10589,CITES,7
1887,10696,CITES,8
1887,11132,CITES,9
1887,11137,CITES,3
1887,11381,CITES,9
1887,12171,CITES,2
1887,13412,CITES,7
1887,13436,CITES,9
1887,13538,CITES,10
1887,13623,CITES,7
1887,13932,CITES,1
1887,14683,CITES,1
1887,14805,CITES,7
1887,15561,CITES,7
1887,16179,CITES,9
1887,16232,CITES,9
1887,16573,CITES,2
1887,17207,CITES,3
1887,17357,CITES,8
1887,17534,CITES,10
1887,17695,CITES,1
1887,17769,CITES,5
1887,17798,CITES,3
1887,17860,CITES,6
1887,17958,CITES,3
1887,17965,CITES,9
1887,18164,CITES,5
17769,4813,CITES,7
17769,4823,CITES,6
17769,4830,CITES,9
17769,5102,CITES,1
17769,5167,CITES,7
17769,5736,CITES,9
17769,6518,CITES,2
17769,6966,CITES,8
17769,7601,CITES,10
17769,8539,CITES,3
17769,9351,CITES,3
17769,9911,CITES,5
17769,9972,CITES,2
17769,10541,CITES,10
17769,10696,CITES,10
17769,11137,CITES,8
17769,11588,CITES,10
17769,11963,CITES,8
17769,12445,CITES,1
17769,12877,CITES,4
17769,13231,CITES,2
17769,14020,CITES,1
17769,15561,CITES,9
17769,15839,CITES,1
17769,16275,CITES,9
17769,16373,CITES,4
17769,16573,CITES,5
17769,16697,CITES,9
17769,17091,CITES,1
17769,17123,CITES,10
17769,17221,CITES,9
17769,17472,CITES,6
17769,17495,CITES,5
17769,17725,CITES,5
13436,5542,CITES,9
13436,5736,CITES,8
13436,5860,CITES,9
13436,6236,CITES,10
13436,6332,CITES,1
13436,6352,CITES,5
13436,6467,CITES,9
13436,6939,CITES,4
13436,8018,CITES,4
13436,8496,CITES,5
13436,9760,CITES,7
13436,9861,CITES,6
13436,11916,CITES,9
3498,177,CITES,7
3498,362,CITES,8
3498,380,CITES,3
3498,828,CITES,7
3498,851,CITES,1
3498,857,CITES,3
3498,1229,CITES,2
3498,1292,CITES,4
3498,1751,CITES,2
3498,1838,CITES,9
3498,1876,CITES,1
3498,1887,CITES,7
3498,2392,CITES,7
3498,2409,CITES,7
3498,2427,CITES,5
3498,2453,CITES,1
3498,2466,CITES,6
3498,2574,CITES,10
3498,2613,CITES,10
3498,2673,CITES,8
3498,2709,CITES,5
3498,2832,CITES,4
3498,2864,CITES,1
3498,3077,CITES,9
3498,3319,CITES,8
3498,3323,CITES,9
3498,3424,CITES,1
3498,5897,CITES,4
3498,6302,CITES,8
3498,6878,CITES,9
3498,6993,CITES,3
3498,7182,CITES,6
3498,8014,CITES,4
3498,8697,CITES,8
3498,8842,CITES,2
3498,8881,CITES,3
3498,9267,CITES,7
3498,10026,CITES,9
3498,10332,CITES,9
3498,10970,CITES,8
3498,11494,CITES,1
3498,11916,CITES,5
3498,12204,CITES,2
3498,12289,CITES,6
3498,12328,CITES,6
3498,13128,CITES,8
3498,13725,CITES,9
3498,14353,CITES,2
3498,14600,CITES,4
3498,14611,CITES,8
3498,14900,CITES,4
3498,15337,CITES,2
3498,15561,CITES,5
3498,15789,CITES,3
3498,17990,CITES,2
10589,5532,CITES,8
10589,6572,CITES,6
10589,6966,CITES,7
12689,4711,CITES,3
12689,4901,CITES,5
12689,5142,CITES,8
12689,5736,CITES,10
12689,6514,CITES,10
12689,7800,CITES,5
12689,8298,CITES,5
12689,9972,CITES,4
4901,4711,CITES,4
7800,2340,CITES,2
7800,4551,CITES,8
7800,4977,CITES,9
7800,4998,CITES,3
7800,5381,CITES,8
7800,5430,CITES,4
7800,5736,CITES,1
7800,5765,CITES,6
7800,6059,CITES,10
7800,6223,CITES,8
7800,7034,CITES,7
7800,7464,CITES,7
7800,7484,CITES,3
7800,7729,CITES,1
7800,7786,CITES,9
9972,4813,CITES,5
9972,5148,CITES,1
9972,5435,CITES,8
9972,5532,CITES,9
9972,5736,CITES,5
9972,6091,CITES,7
9972,6196,CITES,5
9972,6200,CITES,1
9972,6332,CITES,2
9972,7549,CITES,6
9972,8539,CITES,8
9972,8934,CITES,8
9972,9014,CITES,5
9972,9048,CITES,7
6514,5142,CITES,7
8298,4711,CITES,3
8298,4901,CITES,2
4439,344,CITES,10
4439,2780,CITES,10
4439,2812,CITES,8
4439,2824,CITES,9
4439,3454,CITES,6
4439,3593,CITES,7
4439,3655,CITES,6
4439,3815,CITES,3
4439,3857,CITES,6
4439,3897,CITES,6
4439,4040,CITES,5
4439,4166,CITES,3
4439,4374,CITES,5
4439,4390,CITES,6
4439,4401,CITES,9
4439,6616,CITES,7
4439,8408,CITES,7
4439,8623,CITES,8
4439,8872,CITES,3
4439,9569,CITES,10
4439,9701,CITES,3
4439,9856,CITES,10
4439,10906,CITES,10
4439,12105,CITES,1
4439,13870,CITES,8
4439,16372,CITES,3
4439,17378,CITES,3
10906,5157,CITES,7
10906,5881,CITES,8
10906,5888,CITES,10
10906,6471,CITES,5
10906,6880,CITES,1
10906,6899,CITES,7
10906,7036,CITES,1
10906,7066,CITES,2
10906,7151,CITES,6
10906,7215,CITES,5
10906,7257,CITES,2
10906,7566,CITES,4
10906,7666,CITES,9
10906,7806,CITES,3
10906,8307,CITES,8
10906,8322,CITES,4
10906,8323,CITES,9
10906,8421,CITES,7
10906,8486,CITES,9
10906,8755,CITES,9
10906,9137,CITES,4
10906,9958,CITES,4
10906,10387,CITES,10
10906,10672,CITES,3
2780,6471,CITES,4
2780,6866,CITES,9
2780,7832,CITES,10
2780,9856,CITES,9
2780,9961,CITES,7
2780,11760,CITES,3
2780,12003,CITES,3
2780,14572,CITES,6
2780,16604,CITES,5
2780,16798,CITES,7
2780,17429,CITES,9
8408,6629,CITES,7
8408,6869,CITES,3
8408,7889,CITES,10
16372,7889,CITES,7
16372,8408,CITES,7
16372,8623,CITES,2
16372,8758,CITES,1
16372,9178,CITES,4
16372,9569,CITES,6
16372,9581,CITES,7
16372,9724,CITES,6
16372,10841,CITES,8
16372,11674,CITES,5
16372,12220,CITES,9
16372,12385,CITES,1
16372,14504,CITES,9
16372,14761,CITES,5
16372,15237,CITES,4
16372,15425,CITES,8
16372,15890,CITES,2
16372,16016,CITES,5
12105,4463,CITES,10
12105,4801,CITES,3
12105,4953,CITES,7
12105,5157,CITES,3
12105,5237,CITES,8
12105,5341,CITES,4
12105,5578,CITES,6
12105,5957,CITES,1
12105,5958,CITES,7
12105,6010,CITES,1
12105,6262,CITES,1
12105,6359,CITES,2
12105,6447,CITES,3
12105,6539,CITES,7
12105,6750,CITES,7
12105,7271,CITES,5
12105,7274,CITES,7
12105,7714,CITES,1
12105,7938,CITES,10
12105,8169,CITES,7
12105,8484,CITES,2
12105,8486,CITES,5
12105,8501,CITES,10
12105,9174,CITES,1
12105,9311,CITES,10
12105,9898,CITES,2
12105,9958,CITES,1
12105,10362,CITES,1
12105,10838,CITES,10
12105,11217,CITES,2
12105,11259,CITES,7
4390,174,CITES,7
4390,344,CITES,6
4390,1362,CITES,10
4390,1450,CITES,6
4390,1901,CITES,5
4390,2156,CITES,6
4390,2165,CITES,5
4390,2398,CITES,4
4390,2911,CITES,1
4390,3454,CITES,1
4390,3612,CITES,2
4390,3686,CITES,8
4390,3775,CITES,9
4390,3852,CITES,5
4390,3897,CITES,7
4390,4016,CITES,3
4390,4040,CITES,8
4390,4098,CITES,5
4390,4212,CITES,3
4390,4467,CITES,1
4390,5016,CITES,6
4390,6019,CITES,3
4390,8139,CITES,3
4390,8408,CITES,6
4390,8623,CITES,9
4390,9724,CITES,10
4390,10364,CITES,9
4390,10666,CITES,8
4390,11236,CITES,4
4390,12251,CITES,1
4390,12318,CITES,8
4390,12757,CITES,4
4390,13908,CITES,3
4390,14504,CITES,2
4390,15263,CITES,7
4390,16333,CITES,7
4390,16356,CITES,6
4390,16372,CITES,7
4390,16633,CITES,10
4390,16968,CITES,2
4390,17070,CITES,1
4390,17401,CITES,8
4390,18029,CITES,1
3593,73,CITES,9
3593,1023,CITES,7
3593,1602,CITES,2
3593,1717,CITES,2
3593,1969,CITES,8
3593,2398,CITES,2
3593,2491,CITES,4
3593,2771,CITES,5
3593,2777,CITES,1
3593,2805,CITES,3
3593,2911,CITES,6
3593,3096,CITES,1
3593,3162,CITES,1
3593,3454,CITES,7
3593,3461,CITES,5
3593,3550,CITES,3
3593,7677,CITES,3
3593,10375,CITES,8
3593,11019,CITES,7
3593,11846,CITES,5
3593,15769,CITES,4
3593,15774,CITES,5
3593,17652,CITES,10
2824,20,CITES,5
2824,142,CITES,7
2824,163,CITES,6
2824,463,CITES,3
2824,808,CITES,7
2824,1046,CITES,6
2824,1125,CITES,1
2824,1187,CITES,6
2824,2449,CITES,4
2824,2678,CITES,5
2824,6179,CITES,8
2824,9294,CITES,8
2824,10377,CITES,5
2824,10906,CITES,2
2824,11748,CITES,2
2824,12120,CITES,7
2824,12472,CITES,1
2824,14712,CITES,3
2824,14890,CITES,9
2824,16963,CITES,6
2824,16986,CITES,10
2824,17378,CITES,6
2824,17654,CITES,4
2824,18159,CITES,9
344,35,CITES,9
344,129,CITES,8
344,327,CITES,6
344,4954,CITES,6
344,5028,CITES,10
344,5074,CITES,9
344,5077,CITES,8
344,5892,CITES,6
344,5958,CITES,10
344,5961,CITES,3
344,6004,CITES,1
344,6019,CITES,5
344,6196,CITES,2
344,6200,CITES,6
344,6321,CITES,6
344,6389,CITES,3
344,6461,CITES,9
344,6515,CITES,3
344,6539,CITES,4
344,6689,CITES,1
344,6749,CITES,2
344,6880,CITES,7
344,6953,CITES,5
344,7026,CITES,4
344,7063,CITES,1
344,7166,CITES,4
344,7274,CITES,3
344,7372,CITES,10
344,7426,CITES,8
344,7447,CITES,8
344,7471,CITES,5
344,7666,CITES,5
344,7844,CITES,5
344,7889,CITES,4
344,7984,CITES,4
344,8163,CITES,3
344,8176,CITES,10
344,8183,CITES,5
344,8307,CITES,6
344,8324,CITES,8
344,8421,CITES,9
344,8486,CITES,7
344,8522,CITES,8
344,8872,CITES,5
344,8999,CITES,1
344,9124,CITES,5
344,9174,CITES,8
344,9240,CITES,8
344,9294,CITES,3
344,9311,CITES,5
344,9390,CITES,7
344,9549,CITES,5
344,9804,CITES,10
344,9874,CITES,8
344,9878,CITES,3
344,9879,CITES,9
344,9898,CITES,4
344,9989,CITES,5
344,10152,CITES,2
344,10169,CITES,10
344,10202,CITES,1
344,10258,CITES,7
344,10362,CITES,8
344,10364,CITES,2
344,10587,CITES,1
344,10635,CITES,1
344,10726,CITES,10
344,10748,CITES,10
344,10792,CITES,8
344,10811,CITES,9
344,10827,CITES,5
344,11078,CITES,5
344,11116,CITES,3
344,11223,CITES,10
344,11249,CITES,9
344,11289,CITES,3
344,11291,CITES,10
344,11306,CITES,10
344,11338,CITES,4
344,11350,CITES,2
344,11424,CITES,7
344,11476,CITES,5
344,11489,CITES,3
344,11632,CITES,2
344,11735,CITES,3
344,11748,CITES,9
344,11777,CITES,3
344,11862,CITES,7
344,12033,CITES,6
344,12042,CITES,9
344,12073,CITES,6
344,12082,CITES,10
344,12084,CITES,8
344,12105,CITES,1
344,12115,CITES,3
344,12251,CITES,5
344,12321,CITES,9
344,12348,CITES,10
344,12358,CITES,2
344,12385,CITES,1
344,12410,CITES,6
344,12419,CITES,6
344,12518,CITES,8
344,12541,CITES,10
344,12584,CITES,10
344,12620,CITES,10
344,12643,CITES,2
344,12648,CITES,6
344,12818,CITES,9
344,12928,CITES,5
344,12949,CITES,4
344,12955,CITES,5
344,12956,CITES,6
344,13067,CITES,7
344,13069,CITES,6
344,13192,CITES,2
344,13304,CITES,3
344,13348,CITES,4
344,13674,CITES,5
344,13715,CITES,4
344,13718,CITES,5
344,13822,CITES,5
344,13908,CITES,1
344,13958,CITES,8
344,13989,CITES,1
344,14157,CITES,9
344,14278,CITES,1
344,14345,CITES,7
344,14391,CITES,4
344,14396,CITES,2
344,14404,CITES,4
344,14569,CITES,10
344,14578,CITES,6
344,14579,CITES,10
344,14636,CITES,5
344,14656,CITES,4
344,14692,CITES,6
344,14749,CITES,8
344,14799,CITES,9
344,14834,CITES,5
344,14848,CITES,6
344,14889,CITES,10
344,14975,CITES,1
344,15016,CITES,8
344,15098,CITES,4
344,15107,CITES,2
344,15120,CITES,3
344,15153,CITES,9
344,15219,CITES,3
344,15335,CITES,2
344,15404,CITES,2
344,15612,CITES,2
344,15632,CITES,3
344,15700,CITES,7
344,15756,CITES,5
344,15814,CITES,3
344,15845,CITES,2
344,15918,CITES,9
344,15973,CITES,2
344,16016,CITES,6
344,16045,CITES,5
344,16200,CITES,5
344,16342,CITES,8
344,16364,CITES,9
344,16365,CITES,9
344,16394,CITES,10
344,16409,CITES,4
344,16473,CITES,8
344,16548,CITES,8
344,16729,CITES,1
344,16976,CITES,8
344,16995,CITES,1
344,17000,CITES,6
344,17104,CITES,1
344,17174,CITES,8
344,17215,CITES,1
344,17240,CITES,10
344,17289,CITES,6
344,17323,CITES,1
344,17407,CITES,7
344,17469,CITES,3
344,17554,CITES,7
344,17619,CITES,4
344,17728,CITES,3
344,17781,CITES,8
344,17858,CITES,7
344,18039,CITES,3
344,18063,CITES,5
344,18186,CITES,4
344,18226,CITES,3
344,18227,CITES,7
344,18265,CITES,6
4401,810,CITES,8
4401,2015,CITES,3
4401,2812,CITES,1
4401,2995,CITES,8
4401,3101,CITES,10
4401,3187,CITES,9
4401,3454,CITES,1
4401,3671,CITES,5
4401,3944,CITES,8
4401,3986,CITES,1
4401,4040,CITES,8
4401,4087,CITES,9
4401,4120,CITES,10
4401,4151,CITES,4
4401,4184,CITES,8
4401,4300,CITES,10
4401,4322,CITES,9
4401,4374,CITES,8
4401,4609,CITES,8
4401,5085,CITES,6
4401,5260,CITES,3
4401,9350,CITES,4
4401,9560,CITES,10
4401,9569,CITES,10
4401,11460,CITES,10
4401,12804,CITES,7
4401,13227,CITES,4
4401,13267,CITES,7
4401,13278,CITES,10
4401,14080,CITES,2
4401,14288,CITES,9
4401,16372,CITES,5
4401,16414,CITES,6
4401,16878,CITES,5
4040,174,CITES,5
4040,1362,CITES,2
4040,1901,CITES,10
4040,2156,CITES,9
4040,2165,CITES,4
4040,2683,CITES,9
4040,2911,CITES,6
4040,3454,CITES,8
4040,3612,CITES,10
4040,3686,CITES,3
4040,3775,CITES,9
4040,3809,CITES,3
4040,3897,CITES,7
4040,4467,CITES,3
4040,6019,CITES,10
4040,8139,CITES,1
4040,9724,CITES,2
4040,10364,CITES,7
4040,11236,CITES,6
4040,12318,CITES,2
4040,14504,CITES,6
4040,15263,CITES,10
4040,16333,CITES,10
4040,16372,CITES,6
4040,16633,CITES,3
4040,16968,CITES,8
4040,17070,CITES,5
4040,18029,CITES,8
3815,23,CITES,9
3815,60,CITES,8
3815,819,CITES,2
3815,902,CITES,6
3815,918,CITES,6
3815,975,CITES,4
3815,1109,CITES,4
3815,1405,CITES,4
3815,1561,CITES,2
3815,1640,CITES,8
3815,1653,CITES,10
3815,1863,CITES,4
3815,1893,CITES,2
3815,1974,CITES,4
3815,2302,CITES,5
3815,2408,CITES,8
3815,2643,CITES,6
3815,2681,CITES,7
3815,2706,CITES,2
3815,2731,CITES,10
3815,2880,CITES,7
3815,2948,CITES,2
3815,2949,CITES,8
3815,2995,CITES,7
3815,3273,CITES,6
3815,3379,CITES,1
3815,3458,CITES,3
3815,3657,CITES,2
3815,4473,CITES,1
3815,4482,CITES,1
3815,4487,CITES,1
3815,4501,CITES,3
3815,4502,CITES,8
3815,4542,CITES,9
3815,4543,CITES,7
3815,4551,CITES,5
3815,4599,CITES,10
3815,4613,CITES,10
3815,4676,CITES,6
3815,4731,CITES,9
3815,4732,CITES,8
3815,4807,CITES,1
3815,5049,CITES,1
3815,5174,CITES,6
3815,5177,CITES,2
3815,5237,CITES,3
3815,5250,CITES,6
3815,5341,CITES,4
3815,5489,CITES,9
3815,5651,CITES,1
3815,5848,CITES,7
3815,5858,CITES,4
3815,5948,CITES,2
3815,5961,CITES,10
3815,6004,CITES,1
3815,6278,CITES,6
3815,6359,CITES,4
3815,6447,CITES,8
3815,6629,CITES,7
3815,6727,CITES,10
3815,6745,CITES,4
3815,6869,CITES,3
3815,6880,CITES,9
3815,7018,CITES,8
3815,7066,CITES,10
3815,7169,CITES,3
3815,7176,CITES,8
3815,7426,CITES,5
3815,7485,CITES,7
3815,7677,CITES,3
3815,7837,CITES,3
3815,7984,CITES,7
3815,8152,CITES,9
3815,8213,CITES,10
3815,8265,CITES,8
3815,8395,CITES,6
3815,8464,CITES,4
3815,8651,CITES,2
3815,8834,CITES,2
3815,9045,CITES,6
3815,9178,CITES,3
3815,9426,CITES,5
3815,9473,CITES,4
3815,9558,CITES,9
3815,9686,CITES,8
3815,9789,CITES,3
3815,9817,CITES,1
3815,10259,CITES,8
3815,10428,CITES,6
3815,10505,CITES,8
3815,10635,CITES,10
3815,10671,CITES,4
3815,11129,CITES,2
3815,11414,CITES,5
3815,11476,CITES,5
3815,11724,CITES,5
3815,11802,CITES,10
3815,12224,CITES,5
3815,12345,CITES,2
3815,12360,CITES,10
3815,12434,CITES,10
3815,12449,CITES,7
3815,13077,CITES,5
3815,13348,CITES,6
3815,13667,CITES,10
3815,14016,CITES,7
3815,14063,CITES,3
3815,14195,CITES,5
3815,14240,CITES,4
3815,14293,CITES,9
3815,14437,CITES,5
3815,14512,CITES,1
3815,14539,CITES,10
3815,14644,CITES,3
3815,14717,CITES,8
3815,14719,CITES,8
3815,14722,CITES,2
3815,14839,CITES,6
3815,14980,CITES,8
3815,15048,CITES,4
3815,15416,CITES,7
3815,15417,CITES,9
3815,15451,CITES,6
3815,15518,CITES,1
3815,15577,CITES,8
3815,15644,CITES,1
3815,15686,CITES,6
3815,15710,CITES,2
3815,15775,CITES,9
3815,15947,CITES,3
3815,15964,CITES,6
3815,16412,CITES,2
3815,16461,CITES,2
3815,16491,CITES,1
3815,16604,CITES,4
3815,16765,CITES,2
3815,16832,CITES,9
3815,16898,CITES,7
3815,16979,CITES,8
3815,17013,CITES,3
3815,17034,CITES,1
3815,17260,CITES,8
3815,17431,CITES,6
3815,17807,CITES,10
3815,17960,CITES,2
3815,18203,CITES,5
13870,6019,CITES,5
13870,6447,CITES,6
13870,9543,CITES,7
13870,12385,CITES,7
4166,1628,CITES,2
4166,9569,CITES,10
4166,11763,CITES,7
4166,12065,CITES,7
4166,16372,CITES,8
3454,74,CITES,7
3454,286,CITES,1
3454,3108,CITES,2
3454,8408,CITES,6
3454,8623,CITES,1
3454,16372,CITES,5
3454,17407,CITES,4
17378,5063,CITES,5
17378,9581,CITES,1
17378,10140,CITES,2
17378,10906,CITES,1
17378,11748,CITES,3
17378,11811,CITES,7
17378,12042,CITES,6
17378,13667,CITES,6
17378,13718,CITES,8
17378,14411,CITES,7
17378,14579,CITES,5
17378,14716,CITES,8
17378,15009,CITES,6
17378,15240,CITES,7
17378,15243,CITES,7
17378,15356,CITES,6
17378,15416,CITES,8
17378,16207,CITES,4
17378,16260,CITES,3
17378,16296,CITES,10
17378,17083,CITES,8
6616,4462,CITES,8
6616,4542,CITES,5
6616,4603,CITES,2
6616,4770,CITES,1
6616,4847,CITES,6
6616,4866,CITES,1
6616,5148,CITES,7
6616,5157,CITES,9
6616,5341,CITES,6
6616,5346,CITES,10
6616,5371,CITES,1
6616,5519,CITES,3
6616,5576,CITES,4
6616,5613,CITES,4
6616,5666,CITES,1
3897,174,CITES,10
3897,204,CITES,5
3897,344,CITES,7
3897,454,CITES,3
3897,813,CITES,2
3897,845,CITES,5
3897,1134,CITES,8
3897,2771,CITES,1
3897,2828,CITES,7
3897,2911,CITES,2
3897,3007,CITES,7
3897,3612,CITES,6
3897,3647,CITES,4
3897,3675,CITES,8
3897,3697,CITES,4
3897,4479,CITES,1
3897,4847,CITES,6
3897,5341,CITES,4
3897,6690,CITES,5
3897,7770,CITES,3
